Order ID,Date,Month,Quarter,Region,City,Sales Executive,Product Category,Product Name,Units Sold,Selling Price,Revenue,Cost,Profit,Profit Margin %,Customer Type,Sales Channel,Target Sales,Achievement %,Growth %,Order Status,Discount %,Rating
ORD-10248,2025-07-20,Jul,Q3,North,Jaipur,Arjun Malhotra,Accessories,Headphones,2,5780,11560,5840,5720,0.49480968858131485,New,Offline,12200,0.9475409836065574,-0.01928302776485779,Completed,0,4.7
ORD-10249,2025-08-23,Aug,Q3,East,Kolkata,Aarav Sen,Office,Laser Printer,8,19000,152000,100800,51200,0.3368421052631579,New,Offline,166200,0.914560770156438,0.013353944927091035,Completed,0,4.9
ORD-10250,2025-01-16,Jan,Q1,South,Chennai,Vikram Rao,Office,Laser Printer,9,18560,167040,113400,53640,0.32112068965517243,New,Online,188200,0.8875664187035069,-0.06607148146570498,Completed,0.05,4.0
ORD-10251,2025-07-01,Jul,Q3,South,Chennai,Vikram Rao,Electronics,Tablet Plus,8,24900,199200,147200,52000,0.26104417670682734,Existing,Offline,188000,1.0595744680851065,-0.06514723794924049,Completed,0.08,4.1
ORD-10252,2025-07-15,Jul,Q3,South,Chennai,Ananya Iyer,Electronics,Smartphone X,16,29380,470080,364800,105280,0.22396187882913546,Existing,Offline,499300,0.9414780692970158,-0.07643846199666954,Completed,0.08,4.1
ORD-10253,2025-05-18,May,Q2,South,Hyderabad,Ananya Iyer,Electronics,Laptop Pro,3,73380,220140,157500,62640,0.28454619787408014,Existing,Online,227400,0.9680738786279683,0.10156983817537064,Completed,0,4.0
ORD-10254,2025-06-20,Jun,Q2,North,Jaipur,Neha Verma,Accessories,Wireless Mouse,12,2180,26160,11160,15000,0.573394495412844,New,Offline,24700,1.0591093117408907,-0.0470666971621713,Completed,0,3.5
ORD-10255,2025-07-11,Jul,Q3,South,Chennai,Vikram Rao,Home,Air Purifier,8,17090,136720,83200,53520,0.3914569923932124,Existing,Online,145400,0.9403026134800551,0.01661605212808616,Completed,0,4.4
ORD-10256,2025-09-21,Sep,Q3,North,Delhi,Arjun Malhotra,Home,Vacuum Cleaner,4,11790,47160,28400,18760,0.3977947413061917,Existing,Offline,50600,0.9320158102766798,0.10235683646516301,Completed,0,4.1
ORD-10257,2025-01-01,Jan,Q1,East,Kolkata,Aarav Sen,Electronics,Smartphone X,8,33050,264400,182400,82000,0.3101361573373676,Existing,Online,272500,0.9702752293577982,0.020420592795193954,Completed,0,4.4
ORD-10258,2025-12-06,Dec,Q4,West,Pune,Kabir Shah,Electronics,Tablet Plus,15,25730,385950,276000,109950,0.28488146132918774,Existing,Online,419300,0.9204626758883854,0.08752544126987795,Completed,0.03,4.3
ORD-10259,2025-02-23,Feb,Q1,South,Hyderabad,Ananya Iyer,Accessories,Wireless Mouse,1,1890,1890,930,960,0.5079365079365079,Existing,Online,1900,0.9947368421052631,-0.07848866207363678,Completed,0.08,4.6
ORD-10260,2025-02-23,Feb,Q1,West,Pune,Kabir Shah,Office,Laser Printer,10,17960,179600,126000,53600,0.2984409799554566,New,Online,181300,0.9906232763375621,0.04017808659377589,Completed,0.08,4.0
ORD-10261,2025-10-24,Oct,Q4,West,Ahmedabad,Meera Patel,Accessories,Keyboard,7,3570,24990,12320,12670,0.5070028011204482,Existing,Online,26700,0.9359550561797753,0.08107581033310692,Completed,0.08,3.5
ORD-10262,2025-06-06,Jun,Q2,South,Chennai,Ananya Iyer,Home,Microwave,6,12510,75060,49500,25560,0.3405275779376499,Existing,Offline,72900,1.0296296296296297,-0.020949948533754988,Pending,0.05,3.6
ORD-10263,2025-06-16,Jun,Q2,East,Patna,Riya Das,Home,Microwave,2,12970,25940,16500,9440,0.36391673091750193,New,Online,29000,0.8944827586206896,0.17870530083289787,Completed,0.05,3.5
ORD-10264,2025-01-03,Jan,Q1,South,Hyderabad,Ananya Iyer,Home,Vacuum Cleaner,10,12050,120500,71000,49500,0.4107883817427386,Existing,Offline,112700,1.0692102928127774,-0.04701574429251308,Completed,0,4.9
ORD-10265,2025-10-12,Oct,Q4,West,Mumbai,Meera Patel,Accessories,Wireless Mouse,3,2000,6000,2790,3210,0.535,New,Offline,6200,0.967741935483871,-0.022722304727017625,Completed,0.08,4.8
ORD-10266,2025-02-25,Feb,Q1,North,Jaipur,Arjun Malhotra,Office,Standing Desk,13,19650,255450,180700,74750,0.2926208651399491,Existing,Offline,253300,1.008487958941966,-0.025530355114741624,Completed,0.08,3.4
ORD-10267,2025-04-06,Apr,Q2,West,Pune,Kabir Shah,Accessories,Headphones,6,5440,32640,17520,15120,0.4632352941176471,Existing,Online,37000,0.8821621621621621,0.13422825542238714,Completed,0.08,4.6
ORD-10268,2025-04-20,Apr,Q2,South,Chennai,Vikram Rao,Office,Ergonomic Chair,2,11240,22480,15200,7280,0.3238434163701068,Existing,Online,23600,0.9525423728813559,0.14935215429789933,Completed,0.08,4.1
ORD-10269,2025-02-01,Feb,Q1,North,Delhi,Arjun Malhotra,Office,Ergonomic Chair,3,11490,34470,22800,11670,0.33855526544821585,Existing,Online,35400,0.9737288135593221,0.12092802488641345,Completed,0.08,4.0
ORD-10270,2025-08-02,Aug,Q3,West,Mumbai,Meera Patel,Accessories,Wireless Mouse,3,2070,6210,2790,3420,0.5507246376811594,Existing,Offline,6400,0.9703125,0.19185323945670685,Cancelled,0.05,4.6
ORD-10271,2025-12-22,Dec,Q4,East,Bhubaneswar,Aarav Sen,Office,Laser Printer,12,19390,232680,151200,81480,0.35018050541516244,Existing,Offline,221100,1.0523744911804613,0.15756857971218846,Pending,0.03,3.9
ORD-10272,2025-06-14,Jun,Q2,North,Delhi,Arjun Malhotra,Home,Vacuum Cleaner,9,11570,104130,63900,40230,0.3863439930855661,Existing,Offline,109600,0.9500912408759125,0.007204246687895183,Completed,0,4.8
ORD-10273,2025-06-05,Jun,Q2,South,Bengaluru,Ananya Iyer,Accessories,Wireless Mouse,6,2060,12360,5580,6780,0.5485436893203883,New,Online,11400,1.0842105263157895,-0.06035609102485745,Completed,0,4.4
ORD-10274,2025-02-18,Feb,Q1,East,Bhubaneswar,Riya Das,Electronics,Smartphone X,5,32730,163650,114000,49650,0.30339138405132904,New,Online,175300,0.9335424985738734,0.08675686456352337,Completed,0,4.1
ORD-10275,2025-09-14,Sep,Q3,South,Hyderabad,Vikram Rao,Electronics,Laptop Pro,2,69210,138420,105000,33420,0.24143909839618552,Existing,Online,140900,0.9823988644428673,-0.06098505664621841,Completed,0.03,3.7
ORD-10276,2025-11-05,Nov,Q4,East,Kolkata,Aarav Sen,Accessories,Wireless Mouse,2,2120,4240,1860,2380,0.5613207547169812,Existing,Online,5000,0.848,0.04310435267473131,Completed,0.03,4.0
ORD-10277,2025-09-28,Sep,Q3,East,Kolkata,Aarav Sen,Office,Laser Printer,12,19260,231120,151200,79920,0.34579439252336447,Existing,Online,272000,0.8497058823529412,0.14920798285478643,Completed,0,4.2
ORD-10278,2025-11-14,Nov,Q4,West,Ahmedabad,Kabir Shah,Home,Microwave,6,13290,79740,49500,30240,0.3792325056433409,Existing,Offline,76100,1.0478318002628122,0.0005028349876678856,Completed,0,3.8
ORD-10279,2025-01-23,Jan,Q1,West,Pune,Meera Patel,Accessories,Keyboard,2,3830,7660,3520,4140,0.5404699738903395,New,Offline,8800,0.8704545454545455,0.1706473266153981,Completed,0,3.7
ORD-10280,2025-04-20,Apr,Q2,West,Ahmedabad,Meera Patel,Electronics,Tablet Plus,14,24260,339640,257600,82040,0.24154987633965375,Existing,Online,358100,0.9484501535883831,0.11410673966397498,Completed,0.05,4.6
ORD-10281,2025-03-21,Mar,Q1,East,Bhubaneswar,Aarav Sen,Home,Air Purifier,2,15120,30240,20800,9440,0.31216931216931215,Existing,Online,34300,0.8816326530612245,-0.051206905637672204,Completed,0.08,5.0
ORD-10282,2025-08-31,Aug,Q3,West,Pune,Kabir Shah,Office,Standing Desk,11,20560,226160,152900,73260,0.3239299610894942,Existing,Offline,217500,1.039816091954023,0.05380908153460669,Pending,0,4.0
ORD-10283,2025-01-04,Jan,Q1,North,Jaipur,Neha Verma,Office,Ergonomic Chair,14,11740,164360,106400,57960,0.3526405451448041,Existing,Online,155300,1.0583386992916934,0.07631319727788373,Cancelled,0.08,4.2
ORD-10284,2025-07-15,Jul,Q3,South,Chennai,Vikram Rao,Office,Laser Printer,14,19140,267960,176400,91560,0.34169278996865204,Existing,Offline,276500,0.9691139240506329,0.1367899644340383,Completed,0.05,4.8
ORD-10285,2025-11-18,Nov,Q4,North,Jaipur,Neha Verma,Accessories,Wireless Mouse,12,2170,26040,11160,14880,0.5714285714285714,New,Offline,25800,1.0093023255813953,0.04419056515508703,Completed,0,3.6
ORD-10286,2025-09-23,Sep,Q3,South,Hyderabad,Ananya Iyer,Home,Microwave,10,13570,135700,82500,53200,0.3920412675018423,Existing,Offline,156900,0.8648820905035054,0.010447908540599835,Completed,0.03,4.8
ORD-10287,2025-08-25,Aug,Q3,North,Delhi,Arjun Malhotra,Accessories,Keyboard,4,3820,15280,7040,8240,0.5392670157068062,Existing,Offline,16400,0.9317073170731708,-0.018501342746667523,Completed,0,3.7
ORD-10288,2025-02-06,Feb,Q1,East,Kolkata,Riya Das,Office,Standing Desk,3,20130,60390,41700,18690,0.3094883258817685,Existing,Online,56800,1.0632042253521128,0.1788737957897174,Completed,0.08,4.1
ORD-10289,2025-08-25,Aug,Q3,North,Delhi,Neha Verma,Home,Air Purifier,1,16240,16240,10400,5840,0.35960591133004927,Existing,Online,18400,0.8826086956521739,0.10969902979326056,Completed,0,4.2
ORD-10290,2025-02-03,Feb,Q1,North,Delhi,Arjun Malhotra,Electronics,Laptop Pro,3,68690,206070,157500,48570,0.23569660794875527,Existing,Offline,220600,0.9341341795104261,0.14032852379348132,Completed,0.05,4.5
ORD-10291,2025-03-19,Mar,Q1,East,Kolkata,Aarav Sen,Accessories,Headphones,7,5660,39620,20440,19180,0.4840989399293286,New,Offline,40500,0.9782716049382716,-0.007209821851533335,Completed,0,3.8
ORD-10292,2025-04-06,Apr,Q2,North,Delhi,Neha Verma,Office,Standing Desk,14,20100,281400,194600,86800,0.30845771144278605,Existing,Online,292000,0.9636986301369863,0.1867421426689418,Completed,0.03,3.6
ORD-10293,2025-01-11,Jan,Q1,South,Bengaluru,Vikram Rao,Accessories,Wireless Mouse,9,1930,17370,8370,9000,0.5181347150259067,Existing,Offline,20400,0.8514705882352941,-0.026320530042380975,Completed,0.08,3.9
ORD-10294,2025-01-24,Jan,Q1,West,Pune,Meera Patel,Accessories,Headphones,11,5390,59290,32120,27170,0.4582560296846011,New,Offline,66000,0.8983333333333333,0.1604157630908496,Completed,0.05,4.1
ORD-10295,2025-06-26,Jun,Q2,North,Delhi,Arjun Malhotra,Office,Laser Printer,3,19050,57150,37800,19350,0.33858267716535434,Existing,Online,63500,0.9,-0.03128424597723057,Completed,0,3.5
ORD-10296,2025-03-11,Mar,Q1,West,Pune,Kabir Shah,Home,Vacuum Cleaner,12,11320,135840,85200,50640,0.37279151943462896,Existing,Offline,142400,0.9539325842696629,0.1983401515335843,Completed,0.05,4.6
ORD-10297,2025-04-09,Apr,Q2,West,Pune,Meera Patel,Accessories,Wireless Mouse,7,2050,14350,6510,7840,0.5463414634146342,New,Online,14900,0.9630872483221476,0.12152879211623711,Completed,0.05,3.6
ORD-10298,2025-12-18,Dec,Q4,West,Ahmedabad,Meera Patel,Electronics,Laptop Pro,15,68760,1031400,787500,243900,0.23647469458987783,New,Offline,982400,1.0498778501628665,0.12462458826579804,Completed,0.08,4.9
ORD-10299,2025-12-19,Dec,Q4,West,Pune,Meera Patel,Accessories,Keyboard,15,4090,61350,26400,34950,0.5696821515892421,New,Offline,68100,0.9008810572687225,0.016800647861595006,Completed,0,4.4
ORD-10300,2025-03-25,Mar,Q1,West,Ahmedabad,Kabir Shah,Accessories,Keyboard,7,3890,27230,12320,14910,0.5475578406169666,New,Offline,27100,1.0047970479704798,-0.03321126773289838,Completed,0,3.7
